reg;jour;res_vac_dose1;res_vac_dose2;res_couv_dose1;res_couv_dose2;res_vac_cum_dose1;res_vac_cum_dose2
94;2021-01-07;191;0;9.3;0.0;219;0
94;2021-01-08;140;0;6.8;0.0;359;0
94;2021-01-09;6;0;0.3;0.0;365;0
94;2021-01-11;22;0;1.1;0.0;387;0
94;2021-01-12;6;0;0.3;0.0;393;0
94;2021-01-13;6;0;0.3;0.0;399;0
94;2021-01-14;29;0;1.4;0.0;428;0
94;2021-01-15;118;0;5.7;0.0;546;0
94;2021-01-16;30;2;1.5;0.1;576;2
94;2021-01-17;2;0;0.1;0.0;578;2
94;2021-01-18;70;0;3.4;0.0;648;2
94;2021-01-19;299;0;14.5;0.0;947;2
94;2021-01-20;155;0;7.5;0.0;1102;2
94;2021-01-21;129;0;6.3;0.0;1231;2
94;2021-01-22;121;0;5.9;0.0;1352;2
94;2021-01-23;15;0;0.7;0.0;1367;2
94;2021-01-24;3;0;0.1;0.0;1370;2
94;2021-01-25;17;0;0.8;0.0;1387;2
94;2021-01-26;92;0;4.5;0.0;1479;2
94;2021-01-27;82;29;4.0;1.4;1561;31
94;2021-01-28;114;127;5.5;6.2;1675;158
94;2021-01-29;87;86;4.2;4.2;1762;244
94;2021-01-30;7;12;0.3;0.6;1769;256
94;2021-01-31;6;5;0.3;0.2;1775;261
94;2021-02-01;7;24;0.3;1.2;1782;285
94;2021-02-02;18;1;0.9;0.0;1800;286
94;2021-02-03;19;15;0.9;0.7;1819;301
94;2021-02-04;16;119;0.8;5.8;1835;420
94;2021-02-05;34;68;1.6;3.3;1869;488
94;2021-02-06;2;7;0.1;0.3;1871;495
94;2021-02-07;1;0;0.0;0.0;1872;495
94;2021-02-08;4;52;0.2;2.5;1876;547
94;2021-02-09;56;242;2.7;11.7;1932;789
94;2021-02-10;20;123;1.0;6.0;1952;912
94;2021-02-11;40;162;1.9;7.9;1992;1074
94;2021-02-12;12;52;0.6;2.5;2004;1126
94;2021-02-13;7;0;0.3;0.0;2011;1126
94;2021-02-14;2;1;0.1;0.0;2013;1127
94;2021-02-15;5;5;0.2;0.2;2018;1132
94;2021-02-16;11;67;0.5;3.2;2029;1199
94;2021-02-17;13;37;0.6;1.8;2042;1236
94;2021-02-18;13;41;0.6;2.0;2055;1277
94;2021-02-19;6;29;0.3;1.4;2061;1306
94;2021-02-20;11;4;0.5;0.2;2072;1310
94;2021-02-22;4;19;0.2;0.9;2076;1329
94;2021-02-23;31;17;1.5;0.8;2107;1346
94;2021-02-24;7;7;0.3;0.3;2114;1353
94;2021-02-25;1;25;0.0;1.2;2115;1378
94;2021-02-26;12;50;0.6;2.4;2127;1428
94;2021-02-27;5;1;0.2;0.0;2132;1429
94;2021-03-01;2;4;0.1;0.2;2134;1433
94;2021-03-02;8;27;0.4;1.3;2142;1460
94;2021-03-03;1;8;0.0;0.4;2143;1468
94;2021-03-04;5;28;0.2;1.4;2148;1496
94;2021-03-05;9;7;0.4;0.3;2157;1503
94;2021-03-06;84;2;4.1;0.1;2241;1505
94;2021-03-07;4;0;0.2;0.0;2245;1505
94;2021-03-08;2;2;0.1;0.1;2247;1507
94;2021-03-09;11;3;0.5;0.1;2258;1510
94;2021-03-10;15;19;0.7;0.9;2273;1529
94;2021-03-11;11;20;0.5;1.0;2284;1549
94;2021-03-12;25;14;1.2;0.7;2309;1563
94;2021-03-13;4;3;0.2;0.1;2313;1566
94;2021-03-14;1;0;0.0;0.0;2314;1566
